baseName,split,inputFile,referenceFile
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230756,held_out_test,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230756_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230756_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230803,held_out_test,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230803_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230803_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230838,held_out_test,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230838_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230838_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220216,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220216_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220216_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220244,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220244_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220244_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220251,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220251_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220251_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220304,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220304_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220304_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220311,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220311_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220311_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220325,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220325_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220325_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220339,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220339_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220339_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220346,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220346_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220346_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220430,held_out_test,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220430_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220430_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201745,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201745_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201745_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201758,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201758_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201758_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201805,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201805_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201805_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201819,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201819_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201819_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201826,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201826_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201826_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201854,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201854_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201854_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201900,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201900_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201900_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202010,train,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202010_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202010_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211831,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211831_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211831_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211838,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211838_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211838_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211851,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211851_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211851_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211858,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211858_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211858_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211925,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211925_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211925_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211939,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211939_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211939_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211946,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211946_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211946_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211953,train,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211953_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211953_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230553,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230553_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230553_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230600,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230600_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230600_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230606,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230606_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230606_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230620,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230620_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230620_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230627,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230627_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230627_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230634,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230634_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230634_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230641,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230641_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230641_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230648,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230648_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230648_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230701,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230701_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230701_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230708,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230708_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230708_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230715,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230715_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230715_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230743,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230743_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230743_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230810,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230810_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230810_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230817,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230817_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230817_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230831,train,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230831_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230831_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220209,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220209_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220209_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220223,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220223_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220223_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220230,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220230_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220230_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220237,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220237_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220237_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220257,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220257_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220257_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220318,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220318_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220318_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220332,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220332_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220332_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220353,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220353_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220353_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220401,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220401_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220401_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220409,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220409_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220409_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220416,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220416_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220416_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220423,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220423_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220423_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220437,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220437_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220437_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220449,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220449_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220449_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220456,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220456_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220456_Range512_quant.mat
F_OAFOV3_OAcellsLFOV3_images_20251113_220503,train,data/quant_maps/short_acquisition/F_OAFOV3_OAcellsLFOV3_images_20251113_220503_Range48_quant.mat,data/quant_maps/long_reference/F_OAFOV3_OAcellsLFOV3_images_20251113_220503_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201812,validation,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201812_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201812_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201942,validation,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201942_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_201942_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202003,validation,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202003_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202003_Range512_quant.mat
E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202017,validation,data/quant_maps/short_acquisition/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202017_Range48_quant.mat,data/quant_maps/long_reference/E_1123LFOV_Alldata_NormalHela1LFOV_images_20251123_202017_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211817,validation,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211817_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211817_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211919,validation,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211919_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211919_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211932,validation,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211932_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_211932_Range512_quant.mat
E_OA1215_OAFOVnew_OA2FOV2_images_20251215_212000,validation,data/quant_maps/short_acquisition/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_212000_Range48_quant.mat,data/quant_maps/long_reference/E_OA1215_OAFOVnew_OA2FOV2_images_20251215_212000_Range512_quant.mat
E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230824,validation,data/quant_maps/short_acquisition/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230824_Range48_quant.mat,data/quant_maps/long_reference/E_OALfov_OAforTrain_OAcellsLFOV4_images_20251113_230824_Range512_quant.mat
